cluster_id,firing_rate,presence_ratio,isi_viol,num_viol,amplitude_cutoff,isolation_distance,contam_rate,l_ratio,d_prime,nn_hit_rate,nn_miss_rate,silhouette_score,max_drift,cumulative_drift,epoch_name_quality_metrics,epoch_name_waveform_metrics,peak_channel,snr,duration,halfwidth,PT_ratio,repolarization_slope,recovery_slope,amplitude,spread,velocity_above,velocity_below
0,0.5295613861297978,0.99,1.0,1.0,0.5,35.69651054983537,2.2889573780350303,0.003156137082577733,-3.098299269814057,0.4057971014492754,0.002081025744302353,0.04550357946113513,11.57,112.98,complete_session,complete_session,1,1.7916981805371994,0.6730318257956449,0.2747068676716919,0.2978516089164922,0.3484921888656433,-0.0405682877582573,142.7973349263349,60.0,0.4578447794528202,
1,1.2255563507575318,0.99,1.0,3.0,0.5,35.51102655187503,5.525352464680025,0.013943494352013861,3.6828170442907866,0.5601092896174863,0.0016535061078490922,0.023927150168790486,9.5,97.7,complete_session,complete_session,1,2.010376010766787,0.7829145728643215,0.233500837520938,0.2958883911577338,0.5214965464529203,-0.0291088669254387,187.6753104296376,225.0,0.6961933852267876,
2,6.9312542017087315,0.99,0.08049790404872659,25.0,0.5,78.76102998791782,5.3379547687457505,0.0012170141457158072,2.451670772292481,0.9686666666666667,0.008386134923592994,0.0943256716029358,3.65,27.02,complete_session,complete_session,2,1.9123889832617225,0.6592964824120603,0.3021775544388609,0.3090708154977261,0.2605714388612841,-0.0230267910666111,150.72274886393572,90.0,0.7063890882986363,0.9156895589056367
3,8.403591375756307,0.99,0.03550079977767301,17.0,0.029917532485303443,94.6856379008116,4.0947010387768294,0.0006546495029408957,-5.317497839720483,0.9866666666666667,0.0005382545174932718,0.1141291363063881,2.71,27.67,complete_session,complete_session,2,1.95917417741856,0.6180904522613064,0.3571189279731993,0.3098765981287362,0.3469404164862262,-0.0298884178623372,157.43835062920294,105.0,0.2943287867910986,0.0
4,0.029217179924402634,0.41,0.0,0.0,0.5,49.86205146965494,0.0,5.0326927106186186e-05,5.968774912856038,0.0,3.3340001333600056e-05,0.042279260144436094,,0.0,complete_session,complete_session,3,2.1986688535697114,0.3021775544388609,0.1785594639865995,0.4161493298060795,0.9913160222335357,-0.1597928974448252,229.86275809151783,120.0,-0.3052298529685467,0.0
5,16.268230128978544,0.99,0.0005377419623133206,1.0,0.0057644001128586446,198.10162689778298,3.8568033171437732,4.813805405781758e-08,-10.931698540452214,1.0,0.00034602076124567473,0.3691178861924623,2.81,7.02,complete_session,complete_session,5,7.051547910033731,0.631825795644891,0.2747068676716918,0.257584944790275,1.2368234453980584,-0.0897428204261564,557.5937124399039,90.0,0.6409826912339481,0.0
6,9.922884731825244,0.99,0.013174901314692011,9.0,0.027677280023137255,123.56653130543162,2.6849629293413697,5.05812260694719e-05,5.948513955114017,0.996,0.0003745318352059925,0.15360726756406548,2.38,15.44,complete_session,complete_session,6,3.0357162732970315,0.604355108877722,0.233500837520938,0.2413093351911923,0.6228289490046108,-0.0520120630208763,240.92199925243165,120.0,0.3401132647363807,0.0
7,5.310222451260178,0.99,0.015368915558681584,3.0,0.012363484388984968,128.9841197074612,0.42346502398581126,8.035023033565989e-08,8.445405801551672,0.9991063449508489,0.00010387451958034694,0.251227961468667,15.51,98.33,complete_session,complete_session,6,4.139331567996166,0.1922948073701842,0.0961474036850921,2.846111468795014,1.1850767744133053,-0.0266366150734454,326.4235626286616,90.0,1.2046690805394494e-17,-0.4578447794528191
8,20.524547161537058,0.99,0.0023692013149027025,7.0,0.0013810730036451396,181.9456627006319,1.2275264064546862,1.642612619889198e-05,8.40268191295207,1.0,0.0,0.2812589296073081,1.12,8.85,complete_session,complete_session,6,5.818528539925725,0.604355108877722,0.3159128978224456,0.2782654424163366,0.8836466830146082,-0.0652982488633359,412.0501076302877,135.0,0.4578447794528201,-1.1903964265773308
10,0.015130325317994221,0.26,0.0,0.0,0.5,39279701532391.99,1.0,,4.390241222371686,0.0,0.0,,,0.0,complete_session,complete_session,12,1.437017318692635,0.7829145728643215,0.2884422110552764,0.3673674470357602,0.1991972607142749,-0.0105402473109884,110.44206290409484,225.0,0.5327648342723721,-0.4905479779851637
11,5.658741668929839,0.99,0.05151621903827208,11.0,0.031789253945142246,98.85121595821684,2.1223553722242663,0.00019616281373730562,4.64309698780598,0.9893333333333333,0.00027705627705627703,0.138973633478501,1.7,18.67,complete_session,complete_session,10,2.446675764831905,0.700502512562814,0.3159128978224455,0.2860261561104764,0.3413318038076279,-0.0306639514276233,164.25560260641163,195.0,2.16053239168817,0.4578447794528191
12,0.16956399063269384,0.94,1.0,1.0,0.5,45.03926997452216,1.6185258964143425,0.003955845950996804,3.7281830283552537,0.06060606060606061,0.0001668502018887443,0.06347637311419702,11.56,37.07,complete_session,complete_session,11,2.286755663673539,0.5906197654941374,0.2472361809045226,0.2484986546984627,0.3609440564956985,-0.0142095233383122,188.6009803185096,90.0,0.4578447794528201,-0.5494137353433841
13,13.61572758012742,0.99,0.06569633925205765,80.0,0.26402470868209166,120.89751828219231,9.841902712817511,9.80332088230089e-05,3.4968602087630622,0.9966666666666667,0.003119607062259392,0.08086343747452998,2.69,17.54,complete_session,complete_session,11,2.400643827395744,0.6730318257956449,0.3159128978224455,0.3147071587449119,0.329806667958035,-0.030935846300107,174.37703113891223,150.0,0.5755762941692597,0.7325516471245112
14,5.1119630160588745,0.99,0.005473044459166576,1.0,0.0015922447037391564,131.00659648043987,0.1948869524398661,1.378046584907024e-07,9.436632193873463,0.9868686868686869,0.00010341261633919338,0.3464268714301459,1.93,8.99,complete_session,complete_session,13,5.79158469142472,0.7005025125628139,0.2197654941373533,0.2299927991705399,1.050134193465084,-0.0793032682842641,439.7217108278859,75.0,0.6409826912339468,0.45784477945282
15,12.540952747194037,0.99,0.02599911456359899,28.0,0.000842170536411241,104.22465440279848,3.966142260862819,0.000608314436606587,5.807849847494798,0.996,0.0004031607805192711,0.17069596084296867,5.75,12.68,complete_session,complete_session,15,5.879202050962418,0.5906197654941374,0.2609715242881072,0.3013216095312889,0.9155701026897228,-0.1006219074994442,423.1609574474565,90.0,0.8241206030150763,0.0
16,5.52778609462582,0.99,0.3370257117398342,48.0,0.238236395844358,80.46242986797245,14.401752891814384,0.010262917267047285,4.664646507808891,0.805699481865285,0.008563899868247694,0.03163419695076695,2.97,30.78,complete_session,complete_session,14,1.8939058514212213,0.7691792294807371,0.3159128978224455,0.3399184563139917,0.2465901998964334,-0.0370326022964119,133.12422882966482,120.0,0.4578447794528202,0.5494137353433834
17,14.660763497780607,0.99,0.03854488718724519,56.0,0.1134576666957301,109.75441139568403,6.626509479598802,0.002036695768098202,1.8215326518731783,0.982,0.009568874868559412,0.06754537311281242,2.36,17.64,complete_session,complete_session,15,2.824404696093805,0.5906197654941374,0.3159128978224455,0.3126788055259678,0.4966631599911777,-0.0376479259419734,207.03924944772317,105.0,0.274706867671692,0.0
18,0.11373830756285311,0.85,0.0,0.0,0.5,33.667934251908875,0.0,0.024441305101951707,2.8496541429300817,0.0,0.0003670337003670337,0.14860418964452596,0.0,0.0,complete_session,complete_session,15,2.621151845694428,0.7142378559463985,0.3433835845896147,0.3220395734015768,0.4698285432034948,-0.0320115653012973,229.03232399476775,165.0,0.4578447794528197,-1.5697535295525245
19,1.4984239418372207,0.99,0.0,0.0,9.010533496207832e-05,106.81823003404504,0.0,1.545107556821451e-06,7.993338626629461,0.9791666666666666,0.0001012965964343598,0.34789005839167586,2.71,9.7,complete_session,complete_session,19,6.267123461315663,0.7691792294807371,0.2060301507537688,0.2311031782243668,1.1310238766739882,-0.0621601164357534,420.90923651772897,60.0,0.4578447794528184,0.4578447794528201
20,0.08556459835003628,0.78,0.0,0.0,0.44965859535415575,45.82338192109082,0.0,0.002235918735907567,4.46375032565804,0.0,6.670001667500417e-05,0.06443277806811104,3.95,0.0,complete_session,complete_session,21,1.8596892098176176,0.7554438860971524,0.3433835845896147,0.3377260134439584,0.2475013537695844,-0.0460632188212586,155.64895257717225,210.0,0.2943287867910983,-0.2507245220813062
